city,time,title,km,排量,变速箱,origin_price,price,rule,过户次数,kg,气缸数,最大马力,oil_num
成都,2016,别克,7.68,1.5,自动,13.77,6.3,国5,0,1255,4缸,114,92
厦门,2012,雪铁龙,15.23,1.6,手动,11.59,2.5,国4,1,1331,4缸,106,92
厦门,2015,众泰,11.73,1.5,自动,11.17,3.8,国5,0,1460,4缸,150,92
嘉兴,2015,现代ix25,5.35,1.6,自动,15.5,9,国5,0,1377,4缸,125,92
南宁,2013,大众,9.25,1.4,自动,16.05,6.78,国4,1,1305,4缸,131,95
南京,2016,自由光,7.69,2.4,自动,27.12,12.3,国5,1,1855,4缸,175,92
郑州,2010,现代,11.25,1.6,自动,13,3.5,国4,1,1279,4缸,123,92
厦门,2015,雪佛兰,1.54,1.5,手动,9.76,4.3,国5,1,1320,4缸,113,92
嘉兴,2016,日产,3.14,1.6,自动,13.34,9.5,国5,1,1224,4缸,126,92
嘉兴,2017,日产,4.1,2,自动,16.69,10.8,国5,2,1403,4缸,150,92
嘉兴,2019,日产,1.24,1.6,自动,13.45,9.8,国5,1,1228,4缸,126,92
嘉兴,2016,丰田,4.37,2,自动,21.36,17.6,国5,0,1530,4缸,151,92
嘉兴,2018,日产,1.77,1.6,自动,14.96,10.5,国5,2,1236,4缸,126,92
南昌,2016,本田,5.76,1.8,自动,14.63,8.58,国5,1,1295,4缸,136,92
南宁,2011,铃木,7.92,1.6,自动,12.9,4.2,国4,3,1225,4缸,109,92
嘉兴,2016,别克,7.56,1.5,自动,13.77,6.3,国5,2,1255,4缸,114,92
福州,2018,丰田,1.54,1.2,自动,13.11,10.8,国5,1,1300,4缸,116,92
成都,2011,大众,15.97,1.4,自动,22.12,5,国4,3,1460,4缸,131,95
福州,2017,本田XR1550V,4.72,1.5,自动,14.96,10.8,国5,1,1550,4缸,131,92
洛阳,2008,日产,8.66,1.6,自动,13.76,4.2,国4,0,1182,4缸,109,92
厦门,2016,大众,3.75,1.8,自动,23.1,12.7,国4,0,1545,4缸,160,95
福州,2014,别克,3.5,1.6,自动,16.27,4.9,国4,1,1405,4缸,121,92
南昌,2017,别克,4.91,1.5,自动,14.86,6.58,国5,1,1255,4缸,114,92
嘉兴,2020,日产,1.64,2,自动,20.39,15.8,国6,1,1463,4缸,159,92
南昌,2014,大众,6.53,1.4,自动,18.33,8.15,国5,1,1315,4缸,131,95
南宁,2012,福特,6.32,1.6,自动,15.62,5.38,国5,3,1337,4缸,125,92
南昌,2013,比亚迪,7.29,1.5,手动,9.32,2.68,国4,0,1385,4缸,154,92
嘉兴,2012,标致307,6.14,1.6,手动,10.07,3,国4,2,1247,4缸,106,92
唐山,2011,现代,7.91,2,自动,25.28,5.9,国4,1,1460,4缸,165,92
南昌,2017,本田,2.9,2,自动,19.53,13.28,国5,0,1500,4缸,155,92
嘉兴,2012,宝马1系,12.1,1.6,自动,28.11,9.8,国4,1,1475,4缸,136,95
苏州,2015,大众,5.64,1.5,自动,12.34,3.5,国4,1,1550,4缸,109,92
南昌,2018,现代,2,1.4,自动,13.55,8.28,国5,0,1317,4缸,130,92
苏州,2011,大众POLO,3.51,1.6,自动,13.45,5.08,国4,1,1135,4缸,105,92
嘉兴,2015,大众,14.16,1.4,自动,18.65,8,国5,1,1550,4缸,131,95
南昌,2018,丰田,4.89,1.2,自动,13.11,9.58,国5,0,1300,4缸,116,92
苏州,2011,别克,15.24,2.4,自动,29.84,6.58,国4,1,1550,4缸,186,92
合肥,2016,别克,5.57,1.5,自动,23.87,10.4,国5,0,1575,4缸,169,92
苏州,2017,丰田,3.5,1.5,自动,9.53,6.61,国5,0,1090,4缸,107,92
成都,2013,雪佛兰,3.81,1.4,手动,7.21,2.45,国4,0,1092,4缸,103,92
石家庄,2019,本田,1.02,1.5,自动,15.19,14.6,国6,1,1305,4缸,177,92
石家庄,2014,雪佛兰,7,1.4,自动,9.76,4.98,国4,1,1220,4缸,103,92
石家庄,2015,大众,6.79,1.6,自动,11.46,5.7,国5,1,1550,4缸,110,92
石家庄,2014,丰田,6.59,1.5,自动,9.53,5.66,国4,0,1045,4缸,107,92
石家庄,2016,斯柯达,8.31,1.4,自动,19.52,9.8,国5,3,1420,4缸,150,95
石家庄,2018,福特,1.98,1.5,自动,11.48,7.1,国5,0,1300,3缸,120,92
石家庄,2015,雪佛兰,3.79,1.6,手动,11.82,4.8,国5,1,1380,4缸,121,92
石家庄,2019,保时捷Cayenne,4.45,3,自动,99.1,94.8,国6,1,1550,6缸,340,95
石家庄,2019,大众,0.4,1.4,自动,17.36,12.8,国6,0,1550,4缸,150,95
石家庄,2016,本田,2.94,1.5,自动,15.19,12.5,国5,0,1306,4缸,177,92
石家庄,2017,宝骏510,4.4,1.5,自动,7.47,5.1,国5,0,1218,4缸,112,92
石家庄,2018,宝马1系,3.54,1.5,自动,24.51,14.3,国5,0,1380,3缸,136,95
石家庄,2014,现代,4.03,1.4,自动,10.08,5.18,国5,1,1086,4缸,107,92
石家庄,2015,大众,9.16,1.4,自动,19.96,10.68,国5,0,1365,4缸,150,95
石家庄,2013,铃木,6.91,1.4,手动,6.17,2.1,国4,1,1150,4缸,101,92
石家庄,2016,现代,3.79,1.6,自动,13,7.98,国5,1,1317,4缸,130,92
石家庄,2018,本田,4.04,1.5,自动,21.69,18.3,国5,0,1493,4缸,194,92
石家庄,2019,丰田,0.43,1.2,自动,15.17,11.9,国6,0,1370,4缸,116,92
石家庄,2018,别克GL6,4.99,1.3,自动,15.73,9.8,国5,2,1465,3缸,163,92
石家庄,2020,别克,0.25,1.3,自动,18.77,10.8,国6,1,1350,3缸,165,92
石家庄,2019,大众,0.58,1.4,自动,17.49,12.8,国6,1,1325,4缸,131,95
石家庄,2016,雪佛兰,3.24,1.5,自动,19.53,10.3,国5,1,1415,4缸,170,92
石家庄,2017,斯柯达,3.7,1.6,自动,16.49,8.1,国5,1,1250,4缸,110,92
石家庄,2017,雷克萨斯NX,2.49,2,自动,45.37,32,国5,1,1810,4缸,238,95
石家庄,2013,大众,2.5,1.6,自动,13.56,6.5,国5,2,1550,4缸,110,92
石家庄,2015,大众,7.96,1.4,自动,16.27,8.38,国5,1,1550,4缸,131,95
石家庄,2013,丰田,17.02,2,自动,21.04,9.6,国4,1,1520,4缸,147,95
石家庄,2012,别克,10.96,2.4,自动,25.61,8.38,国4,1,1705,4缸,186,92
石家庄,2018,本田,3.25,1.5,自动,20.6,17.3,国5,1,1485,4缸,194,92
石家庄,2019,东风风光S560,0.7,1.8,自动,8.13,6.68,国6,0,1440,4缸,139,92
石家庄,2016,奔驰E级,3.45,2,自动,47.41,34.88,国5,2,1770,4缸,184,95
石家庄,2018,奔驰GLA级,1.43,1.6,自动,29.29,19.8,国5,0,1490,4缸,156,95
石家庄,2020,大众,1.85,1.4,自动,18.54,14.3,国6,1,1385,4缸,150,95
石家庄,2015,大众,2.2,1.6,自动,16.37,9.2,国5,0,1330,4缸,110,92
石家庄,2019,丰田,0.5,1.8,自动,15.5,13.9,国6,1,1420,4缸,98,92
石家庄,2016,大众,6.97,1.4,自动,18.66,11.88,国5,1,1305,4缸,150,95
石家庄,2011,雷克萨斯RX经典,15.02,2.7,自动,57.86,17.8,国4,1,1890,4缸,188,92
石家庄,2021,本田XR1550V,0.01,1.5,自动,16.27,14.99,国6,1,1385,4缸,177,92
石家庄,2019,本田,3.66,2,自动,27.77,24.98,国6,2,1833,4缸,146,92
济南,2013,别克,9.21,2.4,自动,27.78,9.5,国4,1,1750,4缸,186,92
太原,2010,别克,12.48,2,自动,31.25,6.28,国4,0,1750,4缸,220,92
呼和,2012,斯柯达,7.36,1.4,手动,8.56,3,国4,1,1100,4缸,86,92
合肥,2015,大众,3.63,1.8,自动,30.05,13.98,国5,0,1710,4缸,160,95
盐城,2017,福特,1.8,1.6,自动,15.07,7.6,国5,1,1336,4缸,125,92
长治,2014,哈弗H2,8.44,1.5,手动,11.27,4.38,国4,1,1495,4缸,150,92
潍坊,2014,斯柯达,3.54,1.6,自动,13.34,5.78,国5,0,1155,4缸,110,92
广州,2015,福特,8.61,1.5,自动,13,5.98,国5,0,1300,4缸,113,92
福州,2017,福特,3.32,1.5,自动,11.7,6.5,国5,1,1300,4缸,113,92
福州,2017,福特,3.32,1.5,自动,11.7,6.5,国5,1,1300,4缸,113,92
东莞,2007,马自达3,14.05,1.6,自动,13.89,2.88,国4,2,1231,4缸,107,92
哈尔,2015,现代,6.74,1.6,自动,19.53,9.98,国4,0,1541,4缸,177,92
青岛,2013,大众,10.77,1.8,自动,28.2,10.5,国4,0,1600,4缸,160,95
台州,2011,比亚迪S6,11.33,2,手动,11.71,1.98,国5,0,1620,4缸,140,92
苏州,2013,福特,11.28,3.5,自动,54.25,17.68,国5,0,2211,6缸,291,92
包头,2015,日产,4.27,1.5,手动,8.66,4.4,国5,1,1032,4缸,112,92
上海,2011,雪佛兰,5.67,1.8,自动,14.86,3.1,国4,0,1410,4缸,147,92
无锡,2012,荣威550,9.99,1.8,自动,15.39,3.8,国4,1,1550,4缸,160,92
厦门,2011,标致207,9.43,1.4,手动,8.12,2.1,国4,1,1091,4缸,76,92
金华,2015,福特,5.27,1.6,自动,13.55,5.98,国5,2,1336,4缸,125,92
杭州,2012,大众,11.12,1.4,自动,15.72,6.5,国4,0,1370,4缸,131,95
佛山,2015,福特,5.38,1.5,自动,11.7,5.77,国5,1,1300,4缸,113,92
苏州,2016,马自达CX15504,1.89,2,自动,18.43,11.8,国5,1,1450,4缸,158,92
烟台,2012,起亚,13.2,2,自动,20.93,6.6,国4,0,1423,4缸,165,92
苏州,2014,马自达,6.85,2,自动,20.49,10.8,国5,0,1447,4缸,158,92
武汉,2015,大众,7.02,1.8,自动,22.99,9.76,国5,0,1600,4缸,160,95
济宁,2015,大众,7.69,1.8,自动,28.2,12.9,国5,1,1600,4缸,160,95
深圳,2019,宝马5系新能源,1.26,2,自动,58.28,41.5,国5,0,1550,4缸,184,95
哈尔,2019,起亚,2.19,1.4,自动,8.02,5.98,国5,1,1060,4缸,95,92
天津,2014,长城M4,4.55,1.5,手动,7.48,3.8,国4,1,1106,4缸,106,92
贵阳,2016,丰田,4.93,1.5,自动,10.4,6.98,国5,0,1550,4缸,107,92
长治,2016,北京BJ40,3.46,2.3,自动,18.43,10.28,国5,0,2020,4缸,250,95
广州,2016,本田,5.54,1.5,自动,15.19,12.6,国5,0,1306,4缸,177,92
唐山,2015,大众,5.73,1.6,自动,15.19,8.5,国5,1,1550,4缸,110,92
南京,2017,大众,5.05,1.4,自动,16.16,9.9,国5,1,1355,4缸,131,95
长治,2013,日产D22皮卡,4.68,2.4,手动,15.39,4.88,国4,2,1550,4缸,150,92
聊城,2010,奔驰C级,10.57,1.8,自动,37.77,7.8,国4,0,1630,4缸,184,95
合肥,2016,大众POLO,4.95,1.4,自动,9.54,5.98,国5,0,1110,4缸,90,92
日照,2017,大众,3.37,1.4,自动,19.96,12.88,国5,1,1365,4缸,150,95
郑州,2010,大众,4.06,2,自动,24.67,6.98,国4,0,1222,4缸,115,92
日照,2015,大众,7.48,1.6,自动,13.23,7.88,国5,1,1245,4缸,110,92
日照,2019,丰田,0.49,1.8,自动,14.74,13.58,国6,0,1410,4缸,98,92
日照,2018,大众,1.89,1.4,自动,16.91,11.98,国5,1,1350,4缸,131,95
深圳,2019,宝马X5,1.93,3,自动,92.25,84.5,国6,0,2240,6缸,340,95
宿迁,2012,大众,8.16,1.6,自动,16.37,6,国5,3,1340,4缸,105,92
呼和,2013,日产,8.38,1.6,自动,10.4,4.8,国4,3,1152,4缸,124,92
洛阳,2013,奥迪A4,8.8,2,自动,53.17,17.98,国4,4,1770,4缸,211,95
常州,2016,本田,4.59,1.5,自动,9.31,7.28,国5,1,1078,4缸,131,92
长治,2015,雪佛兰,4.21,1.3,手动,6.83,3.58,国4,0,1057,4缸,103,92
苏州,2017,别克,7.55,2,自动,29.3,14.8,国5,1,1755,4缸,260,95
日照,2016,奔驰GLA级,6.9,1.6,自动,31.46,17.88,国5,1,1482,4缸,156,95
日照,2017,大众,4.42,1.8,自动,23.87,16.48,国5,2,1500,4缸,180,95
呼和,2015,丰田,8.3,2,自动,32,24.45,国5,1,2070,4缸,220,95
日照,2015,本田,8.13,2,自动,20.6,12.58,国5,3,1495,4缸,155,92
重庆,2016,大众,4.28,1.4,自动,18.66,10.5,国5,1,1305,4缸,150,95
郑州,2017,奔驰C级,2.87,2,自动,34.17,24.8,国5,0,1550,4缸,184,95
日照,2017,奔驰C级,7.35,1.6,自动,35.36,23.78,国5,1,1550,4缸,156,95
日照,2011,奔驰C级,10.02,1.8,自动,46.13,14.58,国4,1,1632,4缸,184,95
太原,2015,日产,6.06,1.5,手动,8.66,4.1,国5,1,1032,4缸,112,92
呼和,2015,丰田,8.03,2,自动,32,27.2,国5,1,2070,4缸,220,95
苏州,2014,宝马5系GT,12.49,2,自动,74.68,35.6,国5,1,1980,4缸,245,95
太原,2017,宝骏510,3.11,1.5,自动,8.23,6.18,国5,0,1265,4缸,112,92
厦门,2014,中兴C3,14.01,1.5,手动,6.38,1.98,国4,1,1210,4缸,113,92
长治,2019,斯柯达,3.77,1.5,自动,13.77,8.78,国5,0,1245,4缸,113,92
沈阳,2008,日产,9.81,1.6,自动,12.24,3.7,国4,2,1140,4缸,105,92
福州,2011,现代,12.38,2,自动,18.12,6.38,国4,0,1460,4缸,165,92
淄博,2017,宝马3系,4.57,2,自动,35.38,22.78,国5,4,1550,4缸,184,95
郑州,2012,宝马X1,11.54,2,自动,30.61,9.8,国4,5,1560,4缸,150,95
济宁,2012,奥迪A6L,5.84,2,自动,48.48,19.8,国4,1,1740,4缸,180,95
无锡,2010,长城C30,11.77,1.5,手动,7.15,1.68,国4,1,1125,4缸,106,92
中山,2016,本田,2.64,1.5,自动,8.88,6.3,国5,0,1068,4缸,131,92
长治,2017,比亚迪,2.16,1.5,手动,7.91,4.98,国5,0,1325,4缸,109,92
南京,2018,沃尔沃S60L,5.32,1.5,自动,30.06,13.8,国5,1,1610,4缸,152,95
济宁,2014,起亚K3S,6.45,1.6,自动,13.55,5.7,国4,1,1296,4缸,128,92
长治,2016,宝骏310,0.99,1.2,手动,3.99,3.68,国5,1,935,4缸,82,92
无锡,2010,标致408,18.5,2,手动,14.32,2.8,国4,1,1402,4缸,147,92
青岛,2012,大众,8.34,1.4,自动,15.72,7.58,国4,3,1370,4缸,131,95
长治,2019,哈弗H6,4.92,1.5,自动,12.92,8.68,国5,0,1661,4缸,169,92
北京,2016,大众,8.98,1.8,自动,25.49,13,国5,0,1545,4缸,160,95
上海,2015,福特,8.45,1.5,自动,16.26,7.98,国5,0,1408,4缸,181,92
长治,2017,哈弗H6,6.35,1.5,自动,13.66,7.08,国5,1,1550,4缸,150,92
青岛,2014,大众,8.89,1.6,自动,16.37,6.78,国4,1,1340,4缸,105,92
济南,2015,捷豹XF,6.22,2,自动,59.7,20.55,国5,4,1550,4缸,240,95
郑州,2010,雪佛兰,12.21,1.2,手动,4.97,0.85,国三,1,1550,4缸,86,92
西安,2017,哈弗H6,1.1,1.5,自动,13,7.98,国5,0,1550,4缸,150,92
长治,2019,斯柯达,0.37,2,自动,21.7,16.98,国6,0,1625,4缸,186,95
天津,2020,吉利,0.32,1.5,自动,7.59,5.85,国6,0,1550,4缸,109,92
长治,2018,长安CS75,3.77,1.5,手动,11.38,7.78,国5,0,1625,4缸,178,92
呼和,2011,马自达3星骋,10.77,1.6,自动,13.98,3.8,国4,0,1260,4缸,107,92
重庆,2016,宝马3系,6.24,2,自动,35.36,18.3,国5,0,1550,4缸,184,95
佛山,2016,日产,5.4,1.6,自动,12.19,7.08,国5,0,1200,4缸,117,92
哈尔,2014,江淮,6.88,1.5,手动,8.12,3.39,国4,1,1210,4缸,113,92
上海,2018,别克,3.63,1.5,自动,16.81,8.98,国5,0,1295,4缸,118,92
杭州,2015,现代,7.6,1.6,自动,19.53,10.4,国5,1,1541,4缸,177,92
长春,2016,本田,4.68,1.8,自动,16.69,11,国5,1,1292,4缸,136,92
西安,2014,大众,12.29,2,自动,32.85,12.98,国5,4,1871,4缸,200,95
杭州,2015,本田XR1550V,9.7,1.5,自动,14.96,9.18,国5,0,1205,4缸,131,92
南京,2016,保时捷Cayenne,7.23,3,自动,96.39,71.88,国5,1,1550,6缸,333,95
临沂,2015,五菱之光,5.55,1.2,手动,3.34,2.3,国5,1,1550,4缸,82,92
合肥,2013,大众,5.43,1.6,自动,13.56,6.98,国5,3,1550,4缸,110,92
唐山,2015,大众,6.89,1.4,手动,9.22,4.8,国5,0,1100,4缸,90,92
武汉,2019,宝马3系,2.17,2,自动,36.88,26.88,国6,1,1615,4缸,184,95
苏州,2017,奔驰C级,2.22,2,自动,34.17,24.7,国5,0,1550,4缸,184,95
上海,2014,英菲尼迪ESQ,3.49,1.6,自动,19.63,11.8,国5,0,1245,4缸,116,92
苏州,2017,荣威360,4.79,1.5,自动,9.76,5.3,国5,0,1280,4缸,109,92
南宁,2008,本田,8.76,1.5,手动,11.31,3.98,国4,3,1550,4缸,120,92
广州,2014,陆风X5,8.21,2,自动,13.33,3.68,国4,1,1620,4缸,190,92
洛阳,2013,别克,9.15,1.4,自动,17.36,4.8,国4,1,1420,4缸,140,92
扬州,2012,宝骏630,7.32,1.5,自动,8.55,2.58,国4,2,1220,4缸,112,92
天津,2016,奔驰C级,10.01,2,自动,42.31,22.8,国5,3,1550,4缸,184,95
温州,2019,大众,0.01,1.5,自动,10.63,8.18,国6,0,1155,4缸,112,92
保定,2009,宝马7系,17.24,3,自动,100.73,18.98,国4,0,1930,6缸,258,95
西安,2017,传祺GS8,4.75,2,自动,21.69,13.58,国5,0,1990,4缸,201,92
成都,2015,奥迪Q5,10.41,2,自动,46.85,20.8,国4,2,1900,4缸,224,95
邯郸,2015,福特,10.06,1.6,手动,12.35,4.8,国4,0,1306,4缸,125,92
长春,2015,大众,5.74,1.8,自动,22.99,11.3,国5,4,1600,4缸,160,95
包头,2019,大众,5,1.5,自动,14.65,9.88,国5,1,1270,4缸,116,92
贵阳,2017,丰田,5.12,1.2,自动,13.55,8.68,国5,1,1320,4缸,116,92
武汉,2020,日产,0.98,1.6,自动,13.45,10.98,国6,1,1230,4缸,126,92
郑州,2015,长城C30,2.4,1.5,自动,8.3,3.98,国4,0,1160,4缸,106,92
邯郸,2016,哈弗H6,5.46,1.5,自动,12.35,6.1,国5,1,1554,4缸,150,92
郑州,2018,别克GL8,5.6,2,自动,27.45,23.78,国6,0,1860,4缸,260,95
大连,2012,雪佛兰,6.85,1.6,自动,14.64,4.6,国4,1,1390,4缸,121,92
青岛,2011,日产,2.59,1.5,自动,11.16,4.28,国4,0,1069,4缸,112,92
贵阳,2016,宝马1系,6.19,1.5,自动,27.79,13.58,国5,1,1430,3缸,136,95
西安,2008,长城,9.66,1.5,手动,6.5,1.3,国4,2,1120,4缸,105,92
南京,2013,马自达6,2.3,2,自动,16.04,6.8,国4,0,1427,4缸,147,92
吉林,2015,大众,1.92,1.6,自动,15.61,9.1,国5,0,1330,4缸,110,92
郑州,2017,斯柯达,0.02,1.4,自动,9.22,6.9,国5,1,1092,4缸,90,92
济南,2013,大众POLO,4.84,1.6,自动,12.15,5.5,国4,1,1130,4缸,105,92
郑州,2019,奔驰E级,2.78,2,自动,48.72,38.6,国6,3,1870,4缸,184,95
烟台,2015,奔驰C级,5.57,2,自动,38.4,24,国5,0,1650,4缸,184,95
杭州,2011,宝马X3,16.95,3,自动,59.16,17.2,国4,0,1820,6缸,258,95
济南,2019,别克,1.53,1,自动,13.99,7.1,国5,0,1240,3缸,125,92
临沂,2011,纳智捷,7.8,2.2,自动,23.64,5.3,国4,5,1860,4缸,178,92
济宁,2019,本田,0.97,2,自动,32,29.2,国6,0,1921,4缸,146,92
厦门,2018,奔驰GLA级,8.22,1.6,自动,29.29,19.18,国5,1,1490,4缸,156,95
东莞,2018,大众,6.22,1.4,自动,15.84,11,国5,1,1355,4缸,131,95
德州,2016,日产,4.74,1.6,自动,14.32,8.2,国5,0,1242,4缸,126,92
青岛,2016,大众,2.12,1.4,自动,23.86,13.5,国5,0,1485,4缸,150,95
哈尔,2015,现代,7.04,1.6,手动,12.57,6,国4,1,1233,4缸,128,92
平顶,2016,长安CS15,1.21,1.5,手动,6.5,4.45,国5,1,1210,4缸,107,92
金华,2016,大众,9.88,1.4,自动,20.28,10.5,国5,2,1485,4缸,150,95
西安,2018,本田,1.55,1.5,自动,8.88,8.68,国5,0,1073,4缸,131,92
宁波,2012,奥迪A4L,7.19,2,自动,33.63,11.68,国4,2,1615,4缸,180,95
济宁,2018,大众,4.48,1.8,自动,23.87,16.88,国5,1,1500,4缸,180,95
杭州,2016,大众,5.98,1.4,自动,18.66,12.5,国5,2,1305,4缸,150,95
杭州,2010,奥迪Q5,14.61,2,自动,41.23,10.98,国4,0,1900,4缸,211,95
青岛,2011,福特,8.31,1.8,自动,13.87,3.38,国4,0,1330,4缸,124,92
东莞,2015,奥迪Q5,12.16,2,自动,42.07,21.3,国5,1,1900,4缸,224,95
南京,2018,奥迪A6L,5.69,2,自动,45.35,30.6,国5,1,1770,4缸,224,95
郑州,2011,日产,5.2,2,自动,21.9,7.6,国4,0,1515,4缸,144,92
郑州,2011,日产,5.2,2,自动,21.9,7.6,国4,0,1515,4缸,144,92
石家庄,2019,本田,1.11,1.5,自动,16.92,14.8,国6,2,1325,4缸,177,92
石家庄,2019,丰田,1.2,1.2,自动,14.52,12.8,国6,0,1370,4缸,116,92
石家庄,2016,长安CS35,2.05,1.6,自动,10.19,5.48,国5,0,1290,4缸,125,92
石家庄,2019,大众,2.09,1.5,自动,11.81,8.5,国6,1,1275,4缸,112,92
石家庄,2019,现代,2.16,1.4,自动,14.09,9.8,国5,0,1315,4缸,140,92
石家庄,2020,哈弗F5,0.89,1.5,自动,10.83,9.1,国6,0,1580,4缸,150,92
石家庄,2020,荣威i5,0.72,1.5,自动,9.54,6.68,国6,1,1230,4缸,120,92
石家庄,2020,名爵ZS,1.1,1.5,自动,10.4,7.6,国6,1,1318,4缸,120,92
石家庄,2014,日产,6.88,2,自动,21.36,13.68,国5,1,1460,4缸,150,92
石家庄,2018,日产,4.13,1.6,自动,14.96,8.88,国5,1,1236,4缸,126,92
石家庄,2019,比亚迪,1.55,1.5,自动,21.37,13.5,国5,0,1550,4缸,154,92
石家庄,2018,别克GL6,4.19,1.3,自动,16.92,9.78,国5,2,1500,3缸,163,92
石家庄,2020,荣威i5,1.29,1.5,自动,9.54,6.68,国6,1,1230,4缸,120,92
石家庄,2016,大众,6.58,1.8,自动,26.47,15.68,国5,1,1580,4缸,180,95
石家庄,2018,大众,2.83,1.5,自动,14.64,9.88,国5,1,1320,4缸,110,92
石家庄,2020,奥迪A4L,0.67,2,自动,37.32,29.8,国6,2,1615,4缸,190,95
石家庄,2018,宝马M系,1.93,3,自动,65.11,46.8,国5,0,1595,6缸,370,95
石家庄,2018,奥迪Q2L,3.39,1.4,自动,25.88,17.88,国6,1,1405,4缸,150,95
石家庄,2015,日产,3.56,1.5,自动,9.75,6.3,国5,0,1055,4缸,112,92
石家庄,2020,别克,0.59,2,自动,30.38,21.5,国6,1,1800,4缸,260,95
石家庄,2017,凯迪拉克ATS1550L,7.22,2,自动,29.72,16.9,国5,1,1600,4缸,279,95
石家庄,2018,大众,2.43,1.4,自动,17.78,12.38,国5,1,1395,4缸,150,95
石家庄,2018,奥迪Q5L,1.35,2,自动,44.92,34.81,国6,0,1855,4缸,190,95
石家庄,2020,名爵ZS,0.8,1.3,自动,12.24,8.99,国6,0,1318,3缸,163,92
石家庄,2015,丰田,6.33,2,自动,32,26.99,国5,2,2070,4缸,220,95
石家庄,2016,宝马1系,5.2,1.5,自动,27.79,14.8,国5,1,1430,3缸,136,95
石家庄,2017,日产,4.63,2,自动,21.36,15.5,国5,1,1470,4缸,150,92
石家庄,2016,本田,5.18,1.8,自动,16.26,9.98,国5,1,1423,4缸,141,92
石家庄,2020,奔驰GLC级,1.24,2,自动,42.85,39.9,国6,0,1550,4缸,197,95
石家庄,2015,斯柯达,4.78,1.4,自动,8.67,5.5,国5,1,1092,4缸,90,92
石家庄,2019,大众,1.82,1.4,自动,16.17,11.66,国6,0,1320,4缸,150,95
石家庄,2020,别克,1.22,2,自动,26.04,19.68,国6,1,1800,4缸,260,95
石家庄,2014,起亚K5,9.99,2,自动,20.49,8.2,国4,1,1480,4缸,162,92
石家庄,2014,马自达CX15505,2.64,2,自动,21.04,9.1,国5,1,1455,4缸,155,92
石家庄,2016,捷豹F1550PACE,5.7,2,自动,59.48,27.1,国5,0,1850,4缸,241,95
石家庄,2016,大众POLO,3.12,1.4,手动,8.24,5.28,国5,0,1060,4缸,90,92
石家庄,2020,大众CC,0.54,2,自动,26.79,21.98,国6,1,1600,4缸,186,95
太原,2019,大众,4.92,2,自动,25.39,19.9,国5,1,1735,4缸,186,95
合肥,2013,福特,10.17,1.6,自动,23.64,7.28,国4,0,1592,4缸,177,92
苏州,2019,大众,2.12,1.5,自动,13.24,9.8,国5,0,1285,4缸,113,92
北京,2017,奔驰C级AMG,0.51,4,自动,100.82,73,国5,1,1550,8缸,476,95
太原,2012,雪铁龙,6.49,1.6,手动,11.59,2.98,国4,1,1321,4缸,106,92
苏州,2015,传祺GS4,7.61,1.3,自动,14.85,6.18,国5,0,1475,4缸,137,92
北京,2015,大切诺基,8.5,3,自动,62.95,26.2,国5,2,2235,6缸,234,92
西安,2016,起亚K5,6.03,1.6,自动,19.63,10.6,国5,0,1541,4缸,180,92
武汉,2012,日产,7.95,2,自动,19.63,7.38,国4,1,1436,4缸,144,92
成都,2018,五菱宏光,2.38,1.2,手动,4.65,3.18,国5,0,1550,4缸,82,92
长沙,2015,大众,7.1,1.6,自动,16.37,7.88,国5,0,1330,4缸,110,92
无锡,2014,北汽绅宝,7.04,1.5,手动,8.88,2.6,国4,0,1270,4缸,113,92
新乡,2019,日产,0.91,2,自动,21.63,16.5,国6,1,1508,4缸,154,92
昆明,2016,大众,12.65,1.4,手动,16.91,8.3,国5,1,1455,4缸,150,95
济宁,2017,本田CR1550V,4.11,1.5,自动,22.12,17.08,国5,0,1556,4缸,193,92
长沙,2018,大众,2.95,1.6,自动,15.73,10.2,国5,0,1250,4缸,110,92
东莞,2015,传祺GS4,4.48,1.3,手动,12.79,5.35,国5,0,1450,4缸,137,92
常州,2015,大众,8.34,1.4,自动,23.53,13.8,国5,3,1386,4缸,160,95
无锡,2011,福特,15.59,1.8,手动,11.38,1.92,国4,1,1325,4缸,124,92
苏州,2016,奔驰E级,11.39,2,自动,47.41,33.5,国5,0,1770,4缸,184,95
常州,2017,英菲尼迪QX30,5.34,1.6,自动,25.27,16.6,国5,2,1464,4缸,156,95
青岛,2014,长安CS75,3.65,1.8,自动,14.74,6.08,国5,0,1665,4缸,177,92
重庆,2014,牧马人,11.38,3,自动,47.75,26.5,国4,1,1550,6缸,234,92
常州,2020,宝马3系,1.42,2,自动,39.5,35.3,国6,1,1550,4缸,184,95
济南,2015,福特,9.55,2,自动,27.44,11.8,国5,0,1550,4缸,242,92
成都,2019,本田,1.41,2,自动,32,28,国6,1,1921,4缸,146,92
济南,2017,大众,2.46,1.4,自动,16.81,10.98,国5,1,1280,4缸,131,95
常州,2016,雪佛兰,3.03,1.5,自动,9.65,5.98,国5,1,1225,4缸,113,92
郑州,2014,凯迪拉克ATS1550L,6.12,2,自动,31.35,15.3,国5,1,1600,4缸,230,95
无锡,2014,起亚,6.47,2,自动,19.41,6.5,国4,0,1423,4缸,165,92
唐山,2011,丰田,14.5,2.7,自动,32.43,12.6,国4,2,1855,4缸,188,92
沈阳,2013,宝马5系,11.52,2,自动,49.89,24.5,国5,1,1755,4缸,218,95
